param fP :=
PV1 1R 1046 0.2852
PV1 1R 1047 0.1783
PV1 1R 1048 0.1786
PV1 1R 1049 0.0637
PV1 1R 1050 0.0
PV1 1R 1051 0.0
PV1 1R 1052 0.0
PV1 1R 1053 0.0
PV1 1R 1054 0.0
PV1 1R 1055 0.0
PV1 1R 1056 0.0
PV1 1R 1057 0.0
PV1 1R 1058 0.0
PV1 1R 1059 0.0
PV1 1R 1060 0.0
PV1 1R 1061 0.0
PV1 1R 1062 0.0
PV1 1R 1063 0.0
PV1 1R 1064 0.0
PV1 1R 1065 0.0317
PV1 1R 1066 0.182
PV1 1R 1067 0.1455
PV1 1R 1068 0.3926
PV1 1R 1069 0.5197
PV1 1R 1070 0.5625
PV1 1R 1071 0.2341
PV1 1R 1072 0.1905
PV1 1R 1073 0.0793
PV1 1R 1074 0.0
PV1 1R 1075 0.0
PV1 1R 1076 0.0
PV1 1R 1077 0.0
PV1 1R 1078 0.0
PV1 1R 1079 0.0
PV1 1R 1080 0.0
PV1 1R 1081 0.0
PV1 1R 1082 0.0
PV1 1R 1083 0.0
PV1 1R 1084 0.0
PV1 1R 1085 0.0
PV1 1R 1086 0.0
PV1 1R 1087 0.0
PV1 1R 1088 0.0
PV1 1R 1089 0.0826
PV1 1R 1090 0.1723
PV1 1R 1091 0.1955
PV1 1R 1092 0.2641
PV1 1R 1093 0.1997
PV1 1R 1094 0.1645
PV1 1R 1095 0.1903
PV1 1R 1096 0.0733
PV1 1R 1097 0.0283
PV1 1R 1098 0.0
PV1 1R 1099 0.0
PV1 1R 1100 0.0
PV1 1R 1101 0.0
PV1 1R 1102 0.0
PV1 1R 1103 0.0
PV1 1R 1104 0.0
PV1 1R 1105 0.0
PV1 1R 1106 0.0
PV1 1R 1107 0.0
PV1 1R 1108 0.0
PV1 1R 1109 0.0
PV1 1R 1110 0.0
PV1 1R 1111 0.0
PV1 1R 1112 0.0307
PV1 1R 1113 0.1842
PV1 1R 1114 0.355
PV1 1R 1115 0.4453
PV1 1R 1116 0.5275
PV1 1R 1117 0.4311
PV1 1R 1118 0.2022
PV1 1R 1119 0.1645
PV1 1R 1120 0.1106
PV1 1R 1121 0.0844
PV1 1R 1122 0.0
PV1 1R 1123 0.0
PV1 1R 1124 0.0
PV1 1R 1125 0.0
PV1 1R 1126 0.0
PV1 1R 1127 0.0
PV1 1R 1128 0.0
PV1 1R 1129 0.0
PV1 1R 1130 0.0
PV1 1R 1131 0.0
PV1 1R 1132 0.0
PV1 1R 1133 0.0
PV1 1R 1134 0.0
PV1 1R 1135 0.0
PV1 1R 1136 0.0512
PV1 1R 1137 0.2927
PV1 1R 1138 0.4809
PV1 1R 1139 0.6147
PV1 1R 1140 0.5776
PV1 1R 1141 0.6007
PV1 1R 1142 0.6423
PV1 1R 1143 0.4129
PV1 1R 1144 0.2967
PV1 1R 1145 0.1559
PV1 1R 1146 0.0
PV1 1R 1147 0.0
PV1 1R 1148 0.0
PV1 1R 1149 0.0
PV1 1R 1150 0.0
PV1 1R 1151 0.0
PV1 1R 1152 0.0
PV1 1R 1153 0.0
PV1 1R 1154 0.0
PV1 1R 1155 0.0
PV1 1R 1156 0.0
PV1 1R 1157 0.0
PV1 1R 1158 0.0
PV1 1R 1159 0.0
PV1 1R 1160 0.0597
PV1 1R 1161 0.2185
PV1 1R 1162 0.3682
PV1 1R 1163 0.4807
PV1 1R 1164 0.445
PV1 1R 1165 0.378
PV1 1R 1166 0.3038
PV1 1R 1167 0.2406
PV1 1R 1168 0.225
PV1 1R 1169 0.072
PV1 1R 1170 0.0
PV1 1R 1171 0.0
PV1 1R 1172 0.0
PV1 1R 1173 0.0
PV1 1R 1174 0.0
PV1 1R 1175 0.0
PV1 1R 1176 0.0
PV1 1R 1177 0.0
PV1 1R 1178 0.0
PV1 1R 1179 0.0
PV1 1R 1180 0.0
PV1 1R 1181 0.0
PV1 1R 1182 0.0
PV1 1R 1183 0.0
PV1 1R 1184 0.0479
PV1 1R 1185 0.2949
PV1 1R 1186 0.4703
PV1 1R 1187 0.5921
PV1 1R 1188 0.6529
PV1 1R 1189 0.6619
PV1 1R 1190 0.6195
PV1 1R 1191 0.5224
PV1 1R 1192 0.3665
PV1 1R 1193 0.1754
PV1 1R 1194 0.0
PV1 1R 1195 0.0
PV1 1R 1196 0.0
PV1 1R 1197 0.0
PV1 1R 1198 0.0
PV1 1R 1199 0.0
PV1 1R 1200 0.0
PV1 1R 1201 0.0
PV1 1R 1202 0.0
PV1 1R 1203 0.0
PV1 1R 1204 0.0
PV1 1R 1205 0.0
PV1 1R 1206 0.0
PV1 1R 1207 0.0
PV1 1R 1208 0.0642
PV1 1R 1209 0.2263
PV1 1R 1210 0.3636
PV1 1R 1211 0.4932
PV1 1R 1212 0.6641
PV1 1R 1213 0.6792
PV1 1R 1214 0.6313
PV1 1R 1215 0.4174
PV1 1R 1216 0.2105
PV1 1R 1217 0.1553
PV1 1R 1218 0.0
PV1 1R 1219 0.0
PV1 1R 1220 0.0
PV1 1R 1221 0.0
PV1 1R 1222 0.0
PV1 1R 1223 0.0
PV1 1R 1224 0.0
PV1 1R 1225 0.0
PV1 1R 1226 0.0
PV1 1R 1227 0.0
PV1 1R 1228 0.0
PV1 1R 1229 0.0
PV1 1R 1230 0.0
PV1 1R 1231 0.0
PV1 1R 1232 0.0928
PV1 1R 1233 0.2997
PV1 1R 1234 0.3604
PV1 1R 1235 0.4352
PV1 1R 1236 0.6879
PV1 1R 1237 0.5971
PV1 1R 1238 0.5223
PV1 1R 1239 0.4475
PV1 1R 1240 0.2479
PV1 1R 1241 0.1551
PV1 1R 1242 0.006
PV1 1R 1243 0.0
PV1 1R 1244 0.0
PV1 1R 1245 0.0
PV1 1R 1246 0.0
PV1 1R 1247 0.0
PV1 1R 1248 0.0
PV1 1R 1249 0.0
PV1 1R 1250 0.0
PV1 1R 1251 0.0
PV1 1R 1252 0.0
PV1 1R 1253 0.0
PV1 1R 1254 0.0
PV1 1R 1255 0.0
PV1 1R 1256 0.0447
PV1 1R 1257 0.1411
PV1 1R 1258 0.0632
PV1 1R 1259 0.3016
PV1 1R 1260 0.4464
PV1 1R 1261 0.4041
PV1 1R 1262 0.264
PV1 1R 1263 0.2451
PV1 1R 1264 0.1612
PV1 1R 1265 0.0616
PV1 1R 1266 0.0005
PV1 1R 1267 0.0
PV1 1R 1268 0.0
PV1 1R 1269 0.0
PV1 1R 1270 0.0
PV1 1R 1271 0.0
PV1 1R 1272 0.0
PV1 1R 1273 0.0
PV1 1R 1274 0.0
PV1 1R 1275 0.0
PV1 1R 1276 0.0
PV1 1R 1277 0.0
PV1 1R 1278 0.0
PV1 1R 1279 0.0
PV1 1R 1280 0.0332
PV1 1R 1281 0.1692
PV1 1R 1282 0.3988
PV1 1R 1283 0.5513
PV1 1R 1284 0.4389
PV1 1R 1285 0.4697
PV1 1R 1286 0.3828
PV1 1R 1287 0.2547
PV1 1R 1288 0.182
PV1 1R 1289 0.1074
PV1 1R 1290 0.0046
PV1 1R 1291 0.0
PV1 1R 1292 0.0
PV1 1R 1293 0.0
PV1 1R 1294 0.0
PV1 1R 1295 0.0
PV1 1R 1296 0.0
PV1 1R 1297 0.0
PV1 1R 1298 0.0
PV1 1R 1299 0.0
PV1 1R 1300 0.0
PV1 1R 1301 0.0
PV1 1R 1302 0.0
PV1 1R 1303 0.0
PV1 1R 1304 0.1182
PV1 1R 1305 0.3399
PV1 1R 1306 0.5197
PV1 1R 1307 0.4693
PV1 1R 1308 0.7207
PV1 1R 1309 0.7341
PV1 1R 1310 0.6855
PV1 1R 1311 0.5702
PV1 1R 1312 0.4039
PV1 1R 1313 0.0122
PV1 1R 1314 0.0176
PV1 1R 1315 0.0
PV1 1R 1316 0.0
PV1 1R 1317 0.0
PV1 1R 1318 0.0
PV1 1R 1319 0.0
PV1 1R 1320 0.0
PV1 1R 1321 0.0
PV1 1R 1322 0.0
PV1 1R 1323 0.0
PV1 1R 1324 0.0
PV1 1R 1325 0.0
PV1 1R 1326 0.0
PV1 1R 1327 0.0
PV1 1R 1328 0.1056
PV1 1R 1329 0.0492
PV1 1R 1330 0.4953
PV1 1R 1331 0.3574
PV1 1R 1332 0.6867
PV1 1R 1333 0.6888
PV1 1R 1334 0.5224
PV1 1R 1335 0.4659
PV1 1R 1336 0.2194
PV1 1R 1337 0.132
PV1 1R 1338 0.009
PV1 1R 1339 0.0
PV1 1R 1340 0.0
PV1 1R 1341 0.0
PV1 1R 1342 0.0
PV1 1R 1343 0.0
PV1 1R 1344 0.0
PV1 1R 1345 0.0
PV1 1R 1346 0.0
PV1 1R 1347 0.0
PV1 1R 1348 0.0
PV1 1R 1349 0.0
PV1 1R 1350 0.0
PV1 1R 1351 0.0
PV1 1R 1352 0.0791
PV1 1R 1353 0.3118
PV1 1R 1354 0.4726
PV1 1R 1355 0.5845
PV1 1R 1356 0.6384
PV1 1R 1357 0.6203
PV1 1R 1358 0.5987
PV1 1R 1359 0.4828
PV1 1R 1360 0.2555
PV1 1R 1361 0.0827
PV1 1R 1362 0.0043
PV1 1R 1363 0.0
PV1 1R 1364 0.0
PV1 1R 1365 0.0
PV1 1R 1366 0.0
PV1 1R 1367 0.0
PV1 1R 1368 0.0
PV1 1R 1369 0.0
PV1 1R 1370 0.0
PV1 1R 1371 0.0
PV1 1R 1372 0.0
PV1 1R 1373 0.0
PV1 1R 1374 0.0
PV1 1R 1375 0.0
PV1 1R 1376 0.0502
PV1 1R 1377 0.1498
PV1 1R 1378 0.3235
PV1 1R 1379 0.3821
PV1 1R 1380 0.4052
PV1 1R 1381 0.4595
PV1 1R 1382 0.3943
PV1 1R 1383 0.2364
PV1 1R 1384 0.2628
PV1 1R 1385 0.1431
PV1 1R 1386 0.0118
PV1 1R 1387 0.0
PV1 1R 1388 0.0
PV1 1R 1389 0.0
PV1 1R 1390 0.0
PV1 1R 1391 0.0
PV1 1R 1392 0.0
PV1 1R 1393 0.0
PV1 1R 1394 0.0
PV1 1R 1395 0.0
PV1 1R 1396 0.0
PV1 1R 1397 0.0
PV1 1R 1398 0.0
PV1 1R 1399 0.0
PV1 1R 1400 0.0321
PV1 1R 1401 0.094
PV1 1R 1402 0.1647
PV1 1R 1403 0.2677
PV1 1R 1404 0.6825
PV1 1R 1405 0.6842
PV1 1R 1406 0.5679
PV1 1R 1407 0.463
PV1 1R 1408 0.3258
PV1 1R 1409 0.1787
PV1 1R 1410 0.0312
PV1 1R 1411 0.0
PV1 1R 1412 0.0
PV1 1R 1413 0.0
PV1 1R 1414 0.0
PV1 1R 1415 0.0
PV1 1R 1416 0.0
PV1 1R 1417 0.0
PV1 1R 1418 0.0
PV1 1R 1419 0.0
PV1 1R 1420 0.0
PV1 1R 1421 0.0
PV1 1R 1422 0.0
PV1 1R 1423 0.0
PV1 1R 1424 0.0033
PV1 1R 1425 0.0243
PV1 1R 1426 0.0354
PV1 1R 1427 0.2457
PV1 1R 1428 0.441
PV1 1R 1429 0.5406
PV1 1R 1430 0.4782
PV1 1R 1431 0.3803
PV1 1R 1432 0.316
PV1 1R 1433 0.1643
PV1 1R 1434 0.0199
PV1 1R 1435 0.0
PV1 1R 1436 0.0
PV1 1R 1437 0.0
PV1 1R 1438 0.0
PV1 1R 1439 0.0
PV1 1R 1440 0.0
PV1 1R 1441 0.0
PV1 1R 1442 0.0
PV1 1R 1443 0.0
PV1 1R 1444 0.0
PV1 1R 1445 0.0
PV1 1R 1446 0.0
PV1 1R 1447 0.0
PV1 1R 1448 0.0031
PV1 1R 1449 0.146
PV1 1R 1450 0.2606
PV1 1R 1451 0.4719
PV1 1R 1452 0.563
PV1 1R 1453 0.5832
PV1 1R 1454 0.4939
PV1 1R 1455 0.2176
PV1 1R 1456 0.293
PV1 1R 1457 0.1308
PV1 1R 1458 0.0187
PV1 1R 1459 0.0
PV1 1R 1460 0.0
PV1 1R 1461 0.0
PV1 1R 1462 0.0
PV1 1R 1463 0.0
PV1 1R 1464 0.0
PV1 1R 1465 0.0
PV1 1R 1466 0.0
PV1 1R 1467 0.0
PV1 1R 1468 0.0
PV1 1R 1469 0.0
PV1 1R 1470 0.0
PV1 1R 1471 0.0
PV1 1R 1472 0.0128
PV1 1R 1473 0.121
PV1 1R 1474 0.3822
PV1 1R 1475 0.5148
PV1 1R 1476 0.5579
PV1 1R 1477 0.578
PV1 1R 1478 0.534
PV1 1R 1479 0.5499
PV1 1R 1480 0.394
PV1 1R 1481 0.2009
PV1 1R 1482 0.0336
PV1 1R 1483 0.0
PV1 1R 1484 0.0
PV1 1R 1485 0.0
PV1 1R 1486 0.0
PV1 1R 1487 0.0
PV1 1R 1488 0.0
PV1 1R 1489 0.0
PV1 1R 1490 0.0
PV1 1R 1491 0.0
PV1 1R 1492 0.0
PV1 1R 1493 0.0
PV1 1R 1494 0.0
PV1 1R 1495 0.0
PV1 1R 1496 0.1041
PV1 1R 1497 0.2652
PV1 1R 1498 0.3764
PV1 1R 1499 0.6315
PV1 1R 1500 0.7002
PV1 1R 1501 0.7093
PV1 1R 1502 0.6629
PV1 1R 1503 0.5658
PV1 1R 1504 0.4096
PV1 1R 1505 0.2132
PV1 1R 1506 0.0363
PV1 1R 1507 0.0
PV1 1R 1508 0.0
PV1 1R 1509 0.0
PV1 1R 1510 0.0
PV1 1R 1511 0.0
PV1 1R 1512 0.0
PV1 1R 1513 0.0
PV1 1R 1514 0.0
PV1 1R 1515 0.0
PV1 1R 1516 0.0
PV1 1R 1517 0.0
PV1 1R 1518 0.0
PV1 1R 1519 0.0
PV1 1R 1520 0.1423
PV1 1R 1521 0.352
PV1 1R 1522 0.5295
PV1 1R 1523 0.5261
PV1 1R 1524 0.7243
PV1 1R 1525 0.7296
PV1 1R 1526 0.6866
PV1 1R 1527 0.5897
PV1 1R 1528 0.4289
PV1 1R 1529 0.1644
PV1 1R 1530 0.0399
PV1 1R 1531 0.0
PV1 1R 1532 0.0
PV1 1R 1533 0.0
PV1 1R 1534 0.0
PV1 1R 1535 0.0
PV1 1R 1536 0.0
PV1 1R 1537 0.0
PV1 1R 1538 0.0
PV1 1R 1539 0.0
PV1 1R 1540 0.0
PV1 1R 1541 0.0
PV1 1R 1542 0.0
PV1 1R 1543 0.0
PV1 1R 1544 0.1099
PV1 1R 1545 0.2512
PV1 1R 1546 0.3781
PV1 1R 1547 0.2473
PV1 1R 1548 0.7107
PV1 1R 1549 0.7111
PV1 1R 1550 0.6569
PV1 1R 1551 0.553
PV1 1R 1552 0.3026
PV1 1R 1553 0.1572
PV1 1R 1554 0.028
PV1 1R 1555 0.0
PV1 1R 1556 0.0
PV1 1R 1557 0.0
PV1 1R 1558 0.0
PV1 1R 1559 0.0
PV1 1R 1560 0.0
PV1 1R 1561 0.0
PV1 1R 1562 0.0
PV1 1R 1563 0.0
PV1 1R 1564 0.0
PV1 1R 1565 0.0
PV1 1R 1566 0.0
PV1 1R 1567 0.0
PV1 1R 1568 0.093
PV1 1R 1569 0.1458
PV1 1R 1570 0.3991
PV1 1R 1571 0.4493
PV1 1R 1572 0.507
PV1 1R 1573 0.4759
PV1 1R 1574 0.3904
PV1 1R 1575 0.0834
PV1 1R 1576 0.0336
PV1 1R 1577 0.1944
PV1 1R 1578 0.0359
PV1 1R 1579 0.0
PV1 1R 1580 0.0
PV1 1R 1581 0.0
PV1 1R 1582 0.0
PV1 1R 1583 0.0
PV1 1R 1584 0.0
PV1 1R 1585 0.0
PV1 1R 1586 0.0
PV1 1R 1587 0.0
PV1 1R 1588 0.0
PV1 1R 1589 0.0
PV1 1R 1590 0.0
PV1 1R 1591 0.0
PV1 1R 1592 0.1661
PV1 1R 1593 0.3874
PV1 1R 1594 0.5582
PV1 1R 1595 0.6724
PV1 1R 1596 0.7178
PV1 1R 1597 0.718
PV1 1R 1598 0.6689
PV1 1R 1599 0.5667
PV1 1R 1600 0.4153
PV1 1R 1601 0.2231
PV1 1R 1602 0.0428
PV1 1R 1603 0.0
PV1 1R 1604 0.0
PV1 1R 1605 0.0
PV1 1R 1606 0.0
PV1 1R 1607 0.0
PV1 1R 1608 0.0
PV1 1R 1609 0.0
PV1 1R 1610 0.0
PV1 1R 1611 0.0
PV1 1R 1612 0.0
PV1 1R 1613 0.0
PV1 1R 1614 0.0
PV1 1R 1615 0.0
PV1 1R 1616 0.0154
PV1 1R 1617 0.1159
PV1 1R 1618 0.1335
PV1 1R 1619 0.4508
PV1 1R 1620 0.5827
PV1 1R 1621 0.7276
PV1 1R 1622 0.4462
PV1 1R 1623 0.1656
PV1 1R 1624 0.018
PV1 1R 1625 0.0257
PV1 1R 1626 0.0015
PV1 1R 1627 0.0
PV1 1R 1628 0.0
PV1 1R 1629 0.0
PV1 1R 1630 0.0
PV1 1R 1631 0.0
PV1 1R 1632 0.0
PV1 1R 1633 0.0
PV1 1R 1634 0.0
PV1 1R 1635 0.0
PV1 1R 1636 0.0
PV1 1R 1637 0.0
PV1 1R 1638 0.0
PV1 1R 1639 0.0
PV1 1R 1640 0.012
PV1 1R 1641 0.4214
PV1 1R 1642 0.6235
PV1 1R 1643 0.7652
PV1 1R 1644 0.3246
PV1 1R 1645 0.6439
PV1 1R 1646 0.3035
PV1 1R 1647 0.6699
PV1 1R 1648 0.4855
PV1 1R 1649 0.2589
PV1 1R 1650 0.051
PV1 1R 1651 0.0
PV1 1R 1652 0.0
PV1 1R 1653 0.0
PV1 1R 1654 0.0
PV1 1R 1655 0.0
PV1 1R 1656 0.0
PV1 1R 1657 0.0
PV1 1R 1658 0.0
PV1 1R 1659 0.0
PV1 1R 1660 0.0
PV1 1R 1661 0.0
PV1 1R 1662 0.0
PV1 1R 1663 0.0017
PV1 1R 1664 0.1857
PV1 1R 1665 0.4008
PV1 1R 1666 0.5534
PV1 1R 1667 0.654
PV1 1R 1668 0.7028
PV1 1R 1669 0.7323
PV1 1R 1670 0.7058
PV1 1R 1671 0.6122
PV1 1R 1672 0.4489
PV1 1R 1673 0.2454
PV1 1R 1674 0.0486
PV1 1R 1675 0.0
PV1 1R 1676 0.0
PV1 1R 1677 0.0
PV1 1R 1678 0.0
PV1 1R 1679 0.0
PV1 1R 1680 0.0
PV1 1R 1681 0.0
PV1 1R 1682 0.0
PV1 1R 1683 0.0
PV1 1R 1684 0.0
PV1 1R 1685 0.0
PV1 1R 1686 0.0
PV1 1R 1687 0.0081
PV1 1R 1688 0.1317
PV1 1R 1689 0.2642
PV1 1R 1690 0.417
PV1 1R 1691 0.6694
PV1 1R 1692 0.7107
PV1 1R 1693 0.696
PV1 1R 1694 0.6536
PV1 1R 1695 0.5449
PV1 1R 1696 0.4075
PV1 1R 1697 0.1895
PV1 1R 1698 0.0408
PV1 1R 1699 0.0
PV1 1R 1700 0.0
PV1 1R 1701 0.0
PV1 1R 1702 0.0
PV1 1R 1703 0.0
PV1 1R 1704 0.0
PV1 1R 1705 0.0
PV1 1R 1706 0.0
PV1 1R 1707 0.0
PV1 1R 1708 0.0
PV1 1R 1709 0.0
PV1 1R 1710 0.0
PV1 1R 1711 0.0197
PV1 1R 1712 0.1889
PV1 1R 1713 0.3971
PV1 1R 1714 0.5589
PV1 1R 1715 0.666
PV1 1R 1716 0.7199
PV1 1R 1717 0.7222
PV1 1R 1718 0.6791
PV1 1R 1719 0.5851
PV1 1R 1720 0.4275
PV1 1R 1721 0.2426
PV1 1R 1722 0.0524
PV1 1R 1723 0.0
PV1 1R 1724 0.0
PV1 1R 1725 0.0
PV1 1R 1726 0.0
PV1 1R 1727 0.0
PV1 1R 1728 0.0
PV1 1R 1729 0.0
PV1 1R 1730 0.0
PV1 1R 1731 0.0
PV1 1R 1732 0.0
PV1 1R 1733 0.0
PV1 1R 1734 0.0
PV1 1R 1735 0.0229
PV1 1R 1736 0.1981
PV1 1R 1737 0.4075
PV1 1R 1738 0.5641
PV1 1R 1739 0.6713
PV1 1R 1740 0.7212
PV1 1R 1741 0.7231
PV1 1R 1742 0.6777
PV1 1R 1743 0.5856
PV1 1R 1744 0.4386
PV1 1R 1745 0.2449
PV1 1R 1746 0.053
PV1 1R 1747 0.0
PV1 1R 1748 0.0
PV1 1R 1749 0.0
PV1 1R 1750 0.0
PV1 1R 1751 0.0
PV1 1R 1752 0.0
PV1 1R 1753 0.0
PV1 1R 1754 0.0
PV1 1R 1755 0.0
PV1 1R 1756 0.0
PV1 1R 1757 0.0
PV1 1R 1758 0.0
PV1 1R 1759 0.0254
PV1 1R 1760 0.1962
PV1 1R 1761 0.4046
PV1 1R 1762 0.4618
PV1 1R 1763 0.4035
PV1 1R 1764 0.5963
PV1 1R 1765 0.5426
PV1 1R 1766 0.5499
PV1 1R 1767 0.594
PV1 1R 1768 0.4367
PV1 1R 1769 0.1837
PV1 1R 1770 0.0457
PV1 1R 1771 0.0
PV1 1R 1772 0.0
PV1 1R 1773 0.0
PV1 1R 1774 0.0
PV1 1R 1775 0.0
PV1 1R 1776 0.0
PV1 1R 1777 0.0
PV1 1R 1778 0.0
PV1 1R 1779 0.0
PV1 1R 1780 0.0
PV1 1R 1781 0.0
PV1 1R 1782 0.0
PV1 1R 1783 0.0154
PV1 1R 1784 0.1048
PV1 1R 1785 0.2663
PV1 1R 1786 0.2599
PV1 1R 1787 0.3575
PV1 1R 1788 0.5757
PV1 1R 1789 0.556
PV1 1R 1790 0.6807
PV1 1R 1791 0.482
PV1 1R 1792 0.3763
PV1 1R 1793 0.2107
PV1 1R 1794 0.0512
PV1 1R 1795 0.0
PV1 1R 1796 0.0
PV1 1R 1797 0.0
PV1 1R 1798 0.0
PV1 1R 1799 0.0
PV1 1R 1800 0.0
PV1 1R 1801 0.0
PV1 1R 1802 0.0
PV1 1R 1803 0.0
PV1 1R 1804 0.0
PV1 1R 1805 0.0
PV1 1R 1806 0.0
PV1 1R 1807 0.0
PV1 1R 1808 0.1167
PV1 1R 1809 0.2164
PV1 1R 1810 0.3483
PV1 1R 1811 0.5051
PV1 1R 1812 0.5539
PV1 1R 1813 0.5275
PV1 1R 1814 0.5155
PV1 1R 1815 0.4324
PV1 1R 1816 0.3642
PV1 1R 1817 0.1942
PV1 1R 1818 0.0
PV1 1R 1819 0.0
PV1 1R 1820 0.0
PV1 1R 1821 0.0
PV1 1R 1822 0.0
PV1 1R 1823 0.0
PV1 1R 1824 0.0
PV1 1R 1825 0.0
PV1 1R 1826 0.0
PV1 1R 1827 0.0
PV1 1R 1828 0.0
PV1 1R 1829 0.0
PV1 1R 1830 0.0
PV1 1R 1831 0.0195
PV1 1R 1832 0.1468
PV1 1R 1833 0.2688
PV1 1R 1834 0.4118
PV1 1R 1835 0.505
PV1 1R 1836 0.5884
PV1 1R 1837 0.6837
PV1 1R 1838 0.4845
PV1 1R 1839 0.4362
PV1 1R 1840 0.219
PV1 1R 1841 0.1936
PV1 1R 1842 0.044
PV1 1R 1843 0.0
PV1 1R 1844 0.0
PV1 1R 1845 0.0
PV1 1R 1846 0.0
PV1 1R 1847 0.0
PV1 1R 1848 0.0
PV1 1R 1849 0.0
PV1 1R 1850 0.0
PV1 1R 1851 0.0
PV1 1R 1852 0.0
PV1 1R 1853 0.0
PV1 1R 1854 0.0
PV1 1R 1855 0.0318
PV1 1R 1856 0.1988
PV1 1R 1857 0.3861
PV1 1R 1858 0.526
PV1 1R 1859 0.6343
PV1 1R 1860 0.6831
PV1 1R 1861 0.6823
PV1 1R 1862 0.6398
PV1 1R 1863 0.5459
PV1 1R 1864 0.4121
PV1 1R 1865 0.1949
PV1 1R 1866 0.0503
PV1 1R 1867 0.0
PV1 1R 1868 0.0
PV1 1R 1869 0.0
PV1 1R 1870 0.0
PV1 1R 1871 0.0
PV1 1R 1872 0.0
PV1 1R 1873 0.0
PV1 1R 1874 0.0
PV1 1R 1875 0.0
PV1 1R 1876 0.0
PV1 1R 1877 0.0
PV1 1R 1878 0.0
PV1 1R 1879 0.0122
PV1 1R 1880 0.0685
PV1 1R 1881 0.0878
PV1 1R 1882 0.1675
PV1 1R 1883 0.4323
PV1 1R 1884 0.3426
PV1 1R 1885 0.2279
PV1 1R 1886 0.4402
PV1 1R 1887 0.016
PV1 1R 1888 0.0213
PV1 1R 1889 0.01
PV1 1R 1890 0.0595
PV1 1R 1891 0.0
PV1 1R 1892 0.0
PV1 1R 1893 0.0
PV1 1R 1894 0.0
PV1 1R 1895 0.0
PV1 1R 1896 0.0
PV1 1R 1897 0.0
PV1 1R 1898 0.0
PV1 1R 1899 0.0
PV1 1R 1900 0.0
PV1 1R 1901 0.0
PV1 1R 1902 0.0
PV1 1R 1903 0.036
PV1 1R 1904 0.2069
PV1 1R 1905 0.398
PV1 1R 1906 0.5514
PV1 1R 1907 0.6555
PV1 1R 1908 0.707
PV1 1R 1909 0.7062
PV1 1R 1910 0.6547
PV1 1R 1911 0.4632
PV1 1R 1912 0.4169
PV1 1R 1913 0.1565
PV1 1R 1914 0.0442
PV1 1R 1915 0.0
PV1 1R 1916 0.0
PV1 1R 1917 0.0
PV1 1R 1918 0.0
PV1 1R 1919 0.0
PV1 1R 1920 0.0
PV1 1R 1921 0.0
PV1 1R 1922 0.0
PV1 1R 1923 0.0
PV1 1R 1924 0.0
PV1 1R 1925 0.0
PV1 1R 1926 0.0
PV1 1R 1927 0.0379
PV1 1R 1928 0.2136
PV1 1R 1929 0.4124
PV1 1R 1930 0.5665
PV1 1R 1931 0.6621
PV1 1R 1932 0.711
PV1 1R 1933 0.7084
PV1 1R 1934 0.6683
PV1 1R 1935 0.1608
PV1 1R 1936 0.4266
PV1 1R 1937 0.2384
PV1 1R 1938 0.0485
PV1 1R 1939 0.0
PV1 1R 1940 0.0
PV1 1R 1941 0.0
PV1 1R 1942 0.0
PV1 1R 1943 0.0
PV1 1R 1944 0.0
PV1 1R 1945 0.0
PV1 1R 1946 0.0
PV1 1R 1947 0.0
PV1 1R 1948 0.0
PV1 1R 1949 0.0
PV1 1R 1950 0.0
PV1 1R 1951 0.0032
PV1 1R 1952 0.0134
PV1 1R 1953 0.0171
PV1 1R 1954 0.1533
PV1 1R 1955 0.6398
PV1 1R 1956 0.7692
PV1 1R 1957 0.8049
PV1 1R 1958 0.547
PV1 1R 1959 0.6295
PV1 1R 1960 0.4329
PV1 1R 1961 0.1082
PV1 1R 1962 0.0247
PV1 1R 1963 0.0
PV1 1R 1964 0.0
PV1 1R 1965 0.0
PV1 1R 1966 0.0
PV1 1R 1967 0.0
PV1 1R 1968 0.0
PV1 1R 1969 0.0
PV1 1R 1970 0.0
PV1 1R 1971 0.0
PV1 1R 1972 0.0
PV1 1R 1973 0.0
PV1 1R 1974 0.0
PV1 1R 1975 0.0363
PV1 1R 1976 0.1757
PV1 1R 1977 0.3388
PV1 1R 1978 0.5782
PV1 1R 1979 0.7281
PV1 1R 1980 0.7798
PV1 1R 1981 0.8074
PV1 1R 1982 0.7044
PV1 1R 1983 0.6686
PV1 1R 1984 0.4406
PV1 1R 1985 0.2496
PV1 1R 1986 0.0621
PV1 1R 1987 0.0
PV1 1R 1988 0.0
PV1 1R 1989 0.0
PV1 1R 1990 0.0
PV1 1R 1991 0.0
PV1 1R 1992 0.0
PV1 1R 1993 0.0
PV1 1R 1994 0.0
PV1 1R 1995 0.0
PV1 1R 1996 0.0
PV1 1R 1997 0.0
PV1 1R 1998 0.0
PV1 1R 1999 0.008
PV1 1R 2000 0.1727
PV1 1R 2001 0.3641
PV1 1R 2002 0.4498
PV1 1R 2003 0.4757
PV1 1R 2004 0.5002
PV1 1R 2005 0.5375
PV1 1R 2006 0.2288
PV1 1R 2007 0.5965
PV1 1R 2008 0.2148
PV1 1R 2009 0.0805
PV1 1R 2010 0.0703
PV1 1R 2011 0.0
PV1 1R 2012 0.0
PV1 1R 2013 0.0
PV1 1R 2014 0.0
PV1 1R 2015 0.0
PV1 1R 2016 0.0
